"mu","iter","estimate","p_value","rej"
0,50,0.272343032609325,0.793016503110275,0
0,51,0.545289993714847,0.485922144830363,0
0,52,0.845812254643248,0.282319221835687,0
0,53,-0.294078719592383,0.698423981348624,0
0,54,0.375360087492187,0.722019108064706,0
0,55,0.896179694170849,0.423694185383116,0
0,56,0.302762131774846,0.756698184906216,0
0,57,-0.207668659122755,0.853793805526694,0
0,58,-0.685434597642044,0.474085183310278,0
0,59,0.486282356455837,0.588669980954162,0
0,60,0.328424518008101,0.685380869328582,0
0,61,0.363951912228557,0.65356414542585,0
0,62,-0.522472682295204,0.637254366534132,0
0,63,1.07212423621842,0.296536739464276,0
0,64,0.687723109609802,0.488856604501452,0
0,65,-0.173407792986255,0.874600346050463,0
0,66,0.593376651958643,0.535875191314098,0
0,67,0.112675591175681,0.900759343409073,0
0,68,0.712715456456819,0.384488189005283,0
0,69,-0.122496063726405,0.868631042245213,0
0,70,-2.39678279802503,0.00338358065736861,1
0,71,0.273724492468806,0.655941035576691,0
0,72,-1.50411372274861,0.151228174976183,0
0,73,-1.10938375185507,0.147284879903922,0
0,74,1.04398541271675,0.188588831666053,0
0,75,-0.903657433983521,0.309402579171734,0
0,76,-1.45474094891858,0.0671956456158842,0
0,77,0.0799273749937759,0.930886324852202,0
0,78,0.292661969588694,0.726175494593579,0
0,79,-0.0181397023701935,0.984562470232728,0
0,80,0.571078589744579,0.572260615881208,0
0,81,-2.28817028334847,0.0134630374837951,1
0,82,0.69060540368333,0.437854690890827,0
0,83,0.0173574609640811,0.984014052223298,0
0,84,1.61126945350816,0.0614244802246361,0
0,85,-0.693051266163328,0.501449115165493,0
0,86,1.43152128847342,0.0615975753388015,0
0,87,0.381960380644762,0.716183407993934,0
0,88,0.283162817801022,0.779825558922851,0
0,89,-0.0883522658376338,0.91167434101195,0
0,90,-2.12914057280554,0.0297354268680512,1
0,91,-1.40297312340971,0.0929347596243843,0
0,92,0.573940283168505,0.573546230577869,0
0,93,0.62124395497047,0.471468054542396,0
0,94,-0.0626608246696015,0.926411239165908,0
0,95,-0.039917633369993,0.97128844517733,0
0,96,0.86405082490461,0.383471257565495,0
0,97,-0.375270320708708,0.673775525103723,0
0,98,-1.44208940409375,0.103752814507817,0
0,99,1.6795799681807,0.0586621700365039,0
0,100,1.717313237212,0.149430248721957,0
0,101,0.0950690196290995,0.927062064999383,0
0,102,-0.873745851674213,0.353588164391806,0
0,103,0.36013349110479,0.724950303872584,0
0,104,-1.03785629761172,0.22905192794014,0
0,105,-1.35740002728974,0.0798363303326534,0
0,106,-0.757198387768709,0.367752857618336,0
0,107,0.00358410575353023,0.997020745146323,0
0,108,1.67320942296549,0.0311607583409626,1
0,109,0.101130328503687,0.924698283815937,0
0,110,-1.03054354986275,0.330621009190905,0
0,111,-0.102984732005288,0.911322810692586,0
0,112,0.840183505879586,0.22102008364165,0
0,113,0.460602113543661,0.503626526738467,0
0,114,-0.355906373246597,0.622156390912374,0
0,115,-0.595092124567884,0.577483909679506,0
0,116,1.53389049321496,0.132478758277447,0
0,117,-0.933105840880415,0.361396828592026,0
0,118,-0.779280191967207,0.416733632794125,0
0,119,0.363063673376916,0.702870704353469,0
0,120,1.64068684175682,0.119636042768315,0
0,121,-0.730779040068472,0.469574285734894,0
0,122,0.264882930318898,0.76960141568819,0
0,123,-0.540450496358785,0.489587086099464,0
0,124,0.383210722671154,0.632575103475381,0
0,125,-1.0079550269544,0.193188901551712,0
0,126,-1.26289406004978,0.151412520907865,0
0,127,-1.22692352005947,0.130760149764438,0
0,128,-0.130951545237509,0.872488776877595,0
0,129,1.24591503428817,0.198254174773885,0
0,130,-0.245073368233924,0.775541968140434,0
0,131,0.533557631380368,0.539710226202956,0
0,132,1.73280645946825,0.0586357413474858,0
0,133,0.627645070784514,0.590953872599648,0
0,134,-0.427845044222887,0.709838277159539,0
0,135,-0.604213665834264,0.570658660541557,0
0,136,-1.03118770649875,0.269538867502429,0
0,137,0.0311852293355114,0.974276757140712,0
0,138,0.160723131321738,0.836021954010754,0
0,139,-1.18615764665474,0.0734866669924901,0
0,140,0.553058123783969,0.416875804029947,0
0,141,-0.539340207426342,0.55096925145147,0
0,142,-0.263531350530303,0.698560536246291,0
0,143,0.732763159626512,0.522173907113612,0
0,144,-0.186942405717621,0.850092184493532,0
0,145,-0.921876569375288,0.320814889162586,0
0,146,0.895035712951958,0.422298612048316,0
0,147,-0.375759207116468,0.740414663443338,0
0,148,1.2986047913011,0.0636909724722429,0
0,149,-1.68825305572998,0.100513403429804,0
0,150,-0.767300353998018,0.348692672059353,0
0,151,1.64195645712898,0.0805277381878984,0
0,152,-0.0397619054479784,0.964251427423325,0
0,153,0.168326068578309,0.854708251469411,0
0,154,-0.734545999604713,0.41373789381427,0
0,155,1.07833784620472,0.325330872166168,0
0,156,-0.0987051878089819,0.902554764995624,0
0,157,-0.124505725619114,0.886841349660134,0
0,158,-0.313927395556247,0.69365058159996,0
0,159,0.471921936940494,0.606716667253423,0
0,160,-1.14161383495523,0.238562064756484,0
0,161,-0.39165123646469,0.633179745486412,0
0,162,-0.688111531942157,0.33156224090161,0
0,163,-0.148441149365805,0.879871951756534,0
0,164,0.534644506857173,0.601175749640866,0
0,165,-0.88111246580765,0.312425954873646,0
0,166,0.0580502270661919,0.959300522892931,0
0,167,-0.481590841098836,0.645437363444402,0
0,168,-0.683490305525476,0.431929213541407,0
0,169,0.152813798274633,0.875854955135168,0
0,170,1.29676897545985,0.0297366038417459,1
0,171,-0.494875775304538,0.470734424249969,0
0,172,-0.469854803500576,0.603140015989139,0
0,173,0.705938380125123,0.371709480717293,0
0,174,-0.448529430310275,0.651928182763472,0
0,175,0.12409267999748,0.883442034642562,0
0,176,0.0612308714535967,0.937962627257304,0
0,177,0.252993168975588,0.776341927322655,0
0,178,-0.779160275364502,0.452110610316295,0
0,179,0.358213915281201,0.702193148879543,0
0,180,-0.609426898084062,0.492639381593613,0
0,181,0.178304489029237,0.848010633751082,0
0,182,1.43598581690083,0.156827786492743,0
0,183,0.080413949277535,0.942420462191347,0
0,184,-0.01144340979071,0.989988520576962,0
0,185,0.398924420309095,0.599140706884069,0
0,186,-0.15527618205577,0.881139763343212,0
0,187,-0.177463898074327,0.8720713471014,0
0,188,-0.540582876869969,0.518633754878597,0
0,189,1.36174324369417,0.145447084499434,0
0,190,0.0685466256472523,0.941806019788287,0
0,191,-0.217714069903143,0.79889726936305,0
0,192,1.18138293166277,0.218845459641834,0
0,193,-0.731153624160316,0.463707393436061,0
0,194,1.44650334108386,0.0793722430849431,0
0,195,-0.640856566217931,0.467614596585366,0
0,196,0.142992159372155,0.895440195287326,0
0,197,-0.481511575974579,0.545324886554739,0
0,198,0.985076822042566,0.326636707954614,0
0,199,0.612608553111987,0.475642094447806,0
0,200,0.975558214347387,0.414277261048056,0
0,201,0.185812054174521,0.798515075948375,0
0,202,0.0598992177983028,0.935570333776208,0
0,203,0.470956665801949,0.671918545130599,0
0,204,-1.34899361235332,0.145798897118108,0
0,205,-1.42521095487002,0.230809100646617,0
0,206,-1.57044031148439,0.178112901659441,0
0,207,-0.149112534230243,0.857435098441481,0
0,208,0.407793931297099,0.639386203348343,0
0,209,0.326444626103146,0.758625649700975,0
0,210,1.28818440822745,0.20729498620723,0
0,211,-1.62439303721723,0.115527984725875,0
0,212,0.0249825101364532,0.977411116031447,0
0,213,-1.70163519694132,0.0908947154895004,0
0,214,0.162594173610073,0.871811467759034,0
0,215,0.0479837633531713,0.951900182549184,0
0,216,2.0110037836051,0.0159905995719397,1
0,217,1.48565274201823,0.0856769420865246,0
0,218,0.847099395531758,0.407826785509098,0
0,219,0.430193581521349,0.483348511035437,0
0,220,-0.0732250373638448,0.937737537562081,0
0,221,-1.04204005250936,0.170645599010343,0
0,222,0.0271695939667093,0.972090807889821,0
0,223,-0.256257848246442,0.782126933894192,0
0,224,-1.35418114047022,0.155411090720561,0
0,225,0.290312128468286,0.759131367456244,0
0,226,-1.38114962822989,0.179014603732227,0
0,227,-0.899181647146283,0.268794702226427,0
0,228,-0.00386663534936752,0.996670592594806,0
0,229,-0.478165643827878,0.591954761746621,0
0,230,1.61350343727752,0.0542132136568896,0
0,231,-1.10573269247118,0.225928462525677,0
0,232,-0.393864677524631,0.633603407080939,0
0,233,0.399648699138085,0.662759569353591,0
0,234,0.190290072247296,0.823919212361671,0
0,235,1.04031449208945,0.299341325214554,0
0,236,-0.237299150998836,0.791334714844732,0
0,237,-1.02700666802018,0.283921371674827,0
0,238,0.122609136830312,0.876532846858554,0
0,239,-0.850954887726292,0.343298370789057,0
0,240,0.0293203651844417,0.968567816102737,0
0,241,0.527921114622919,0.456959077330506,0
0,242,1.85615729929308,0.0538185462011843,0
0,243,0.331862311103889,0.687307982608716,0
0,244,1.41251553279069,0.0935045582823308,0
0,245,-1.21181244508722,0.143179018136399,0
0,246,-0.4819174962041,0.662534437049974,0
0,247,0.88746948380072,0.320486950567114,0
0,248,0.0410897148369074,0.964638024591928,0
0,249,0.82332559565585,0.378783517332021,0
0,250,0.230094374718388,0.798774271004567,0
0,251,-1.48140346247568,0.157163879762246,0
0,252,-0.962004950162706,0.369643614163776,0
0,253,0.775879794698213,0.355939182382257,0
0,254,-0.543631128244767,0.57680744213497,0
0,255,0.246278673786155,0.765076588935875,0
0,256,-0.0514643946502542,0.958913767506324,0
0,257,1.21917042180883,0.260976012595098,0
0,258,-1.7514862399209,0.029303610816674,1
0,259,0.821883641976343,0.42222777202234,0
0,260,0.224579649913384,0.748656414555729,0
0,261,1.08080173460595,0.22396462306023,0
0,262,0.720614042001449,0.487217172825996,0
0,263,0.269163871980562,0.790747285056299,0
0,264,-2.6314335336078,0.03220877169985,1
0,265,-1.06412446296343,0.229076279495021,0
0,266,0.644782911063845,0.388029935071994,0
0,267,-1.13347128568753,0.238303412669776,0
0,268,0.313740547506392,0.690028080098903,0
0,269,-1.42643354462701,0.155084359331,0
0,270,0.432558584975556,0.675901395397757,0
0,271,-0.272892074560642,0.791325263605639,0
0,272,-0.639958655334092,0.589649447768208,0
0,273,0.875818120002873,0.299042287291877,0
0,274,-0.895029252885384,0.213279719215602,0
0,275,1.51628354616496,0.128695346223374,0
0,276,0.387754986818483,0.685289655990517,0
0,277,2.20661898889702,0.0207581129169266,1
0,278,0.683616649633863,0.425088428432661,0
0,279,-0.324810636031132,0.739528077883552,0
0,280,1.09288038067059,0.172232766209125,0
0,281,0.577894800855017,0.645661825906526,0
0,282,-0.244512664981179,0.790307428181236,0
0,283,-0.891441104342548,0.31758984984467,0
0,284,0.865450939776796,0.297128830146863,0
0,285,-0.403235170125882,0.726405741417123,0
0,286,1.13823042849343,0.209003297175462,0
0,287,0.530436765385261,0.589005433032821,0
0,288,-1.01789646136191,0.304635815930959,0
0,289,1.46202549868189,0.117122812822015,0
0,290,-1.2065966624833,0.0724222950346602,0
0,291,0.556691948747215,0.601420100238666,0
0,292,-0.124106976294874,0.906205694087284,0
0,293,0.00315872043591323,0.997194725455417,0
0,294,1.28645265483134,0.130100641959616,0
0,295,0.407292575367366,0.571473233343532,0
0,296,0.540388461716948,0.634052001637432,0
0,297,-0.956239826628591,0.37439272593998,0
0,298,-0.958069080984745,0.393686457873337,0
0,299,-0.950275148861002,0.361738466766783,0
0,300,-1.15677028495423,0.282069868285923,0
0,301,0.816763816359919,0.416736777287561,0
0,302,0.296921315048293,0.732969616050303,0
0,303,-0.350850447817824,0.712480125036915,0
0,304,-0.40637348185982,0.562310343129063,0
0,305,-0.402867095243508,0.677658177423935,0
0,306,-0.187568801783096,0.849007247466001,0
0,307,-0.30198403519049,0.757735824685157,0
0,308,-0.284521915939978,0.772205925430641,0
0,309,0.0342319157554265,0.969677540455248,0
0,310,-1.09472697145813,0.254015697464159,0
0,311,-0.518356215820014,0.485128265468059,0
0,312,-0.541286829370184,0.524280354755206,0
0,313,-0.838329573067206,0.250424266837676,0
0,314,0.57825699133846,0.523150806985089,0
0,315,0.0909529459614174,0.932984320148353,0
0,316,1.02561359424178,0.278706380845298,0
0,317,-0.482626134934373,0.573526720638024,0
0,318,1.38803468584598,0.129993875733033,0
0,319,-0.1201084491853,0.901210691396975,0
0,320,-2.23283770664473,0.0120479853763839,1
0,321,0.243279924534128,0.763802965876632,0
0,322,0.658417078542162,0.548490134087524,0
0,323,-0.462330109831575,0.618250982795395,0
0,324,-0.541153758783774,0.4790257120389,0
0,325,-0.666615385937086,0.419715052318501,0
0,326,-0.814939537383156,0.324427489969521,0
0,327,0.298561592934435,0.766239277092669,0
0,328,-1.83726422664242,0.0447542046729334,1
0,329,-0.51408175528165,0.606350192654866,0
0,330,-0.230543444101117,0.797516194555074,0
0,331,0.236220263506412,0.742030373176036,0
0,332,-0.91181715534258,0.386883758452856,0
0,333,0.483391718256561,0.641469372415314,0
0,334,-0.319077549848081,0.715407479645187,0
0,335,0.810191991618177,0.415139893148608,0
0,336,0.0705757301780571,0.931639092098117,0
0,337,-0.355731437113677,0.656053960897226,0
0,338,-1.53034158822273,0.133890991539046,0
0,339,0.986874325986413,0.190031268819406,0
0,340,-0.532562518125913,0.555444563541984,0
0,341,1.34981250210409,0.104190408033335,0
0,342,1.15931761504349,0.0912672043240464,0
0,343,1.31776878711955,0.157269637922978,0
0,344,0.310567119422092,0.774173086414712,0
0,345,-1.04060494410971,0.19299277326205,0
0,346,1.0832164303719,0.240337321425785,0
0,347,0.53029073109376,0.583785753324998,0
0,348,0.147009580739829,0.870466848564464,0
0,349,0.544995381175287,0.5882506015589,0
0,350,-1.43834047619553,0.10117965528728,0
0,351,-0.031855464727096,0.973519497041933,0
0,352,1.04651009720846,0.23992840603069,0
0,353,1.71202314520927,0.118665170902729,0
0,354,-0.173203211406769,0.835320143559808,0
0,355,-0.821060336977181,0.326862814701509,0
0,356,-0.382738211562731,0.61123239517407,0
0,357,-0.529486786149053,0.630200931240801,0
0,358,-0.21831980498371,0.832534608856579,0
0,359,-0.069619207604373,0.941435573250518,0
0,360,0.359432287738882,0.674530289716108,0
0,361,1.49710654532022,0.168291358341173,0
0,362,-0.0912947874031843,0.918381958208204,0
0,363,-0.22454938263324,0.791812871725768,0
0,364,0.166524491377187,0.871964290561989,0
0,365,-1.86818529900855,0.0958072922169295,0
0,366,0.523817711528038,0.605324959679863,0
0,367,-0.487614401691916,0.607725293646047,0
0,368,1.3687982865325,0.100335015048051,0
0,369,-0.232592699262453,0.805921433116925,0
0,370,-0.451952635543037,0.581415793662691,0
0,371,0.062903819754212,0.942993699037789,0
0,372,-0.493818768194231,0.549450742612445,0
0,373,2.23512009840174,0.0283076075413029,1
0,374,0.537217807030647,0.608261306077278,0
0,375,0.404318600709359,0.584807521615091,0
0,376,-0.175304991843426,0.840070416916465,0
0,377,0.581311886699196,0.398207870926056,0
0,378,0.951571104999953,0.253260200696172,0
0,379,0.543525552491987,0.584724034920365,0
0,380,-0.337572054097493,0.708065923605189,0
0,381,-1.07320319382559,0.243056743020228,0
0,382,1.14523110857135,0.23243113374304,0
0,383,-0.475235382157152,0.628677768407568,0
0,384,0.999906984201448,0.317587807806437,0
0,385,0.0592012191875087,0.956279615186125,0
0,386,1.00943838027283,0.236954918973639,0
0,387,-0.808434281140389,0.401212480251581,0
0,388,0.839837304207263,0.357089946783381,0
0,389,-1.25473264779246,0.162392700924152,0
0,390,-1.14168384043015,0.26424514719595,0
0,391,-0.503960474540182,0.56384171634684,0
0,392,-0.534041535691788,0.583940787326709,0
0,393,-0.178948173387778,0.844017070695762,0
0,394,-0.941205773680553,0.328156494231794,0
0,395,1.53807504364692,0.110632941629708,0
0,396,-0.789499652584099,0.397206174988655,0
0,397,-0.166415168780465,0.871697500696889,0
0,398,0.617900491646463,0.428526806689542,0
0,399,0.643734569849138,0.543202001976991,0
0,400,0.640781253934654,0.382007061178879,0
0,401,0.445690124342525,0.596552317289964,0
0,402,-0.144810924759549,0.875347935398158,0
0,403,-1.08375756925299,0.195861368031234,0
0,404,-0.25966267628855,0.7864476207359,0
0,405,-1.0709740989163,0.235296729149619,0
0,406,-1.29085763076414,0.114310573612483,0
0,407,2.99488004170517,0.00379403832129436,1
0,408,0.746399189569422,0.545062881894982,0
0,409,-1.7484640179323,0.0942602129737363,0
0,410,-0.409060426137342,0.580201806891927,0
0,411,0.804005439171411,0.417866004697126,0
0,412,-1.97272220542743,0.0571534037403978,0
0,413,-0.882194964578813,0.297646965169584,0
0,414,-0.876833477649575,0.366327886754733,0
0,415,0.213076691544591,0.795642630961488,0
0,416,-0.506115159577764,0.513110129618171,0
0,417,-1.62874893379012,0.126951585459175,0
0,418,0.386354328973499,0.676926985479906,0
0,419,-0.527849744579891,0.592579108153867,0
0,420,0.0481638265575278,0.955398016235427,0
0,421,0.108247743407123,0.909346575259005,0
0,422,0.956531879531764,0.23971712549287,0
0,423,-0.791522371728826,0.360384436046443,0
0,424,0.86850899200486,0.340961901589454,0
0,425,-0.853558497710273,0.450562402850284,0
0,426,0.299561059092187,0.769935674417951,0
0,427,-0.890817464267156,0.327730070408642,0
0,428,-0.462282753244502,0.484559741846438,0
0,429,-0.0297521155072123,0.966964102784199,0
0,430,-1.46619458511845,0.164125708805572,0
0,431,1.68596400016479,0.0332687549248419,1
0,432,-1.01734530607443,0.36817677080107,0
0,433,-1.62196970068696,0.10072669599066,0
0,434,-0.239601589015541,0.793232179875461,0
0,435,1.13982174920911,0.298565612437543,0
0,436,1.62017746543793,0.0771328870997192,0
0,437,0.839878128002153,0.338489461642426,0
0,438,-0.301314012061993,0.718022904610415,0
0,439,1.29889208332845,0.158021885182622,0
0,440,0.443068361287551,0.654795067094063,0
0,441,-0.336877365632327,0.741178773058656,0
0,442,-0.538904157324188,0.585034801852649,0
0,443,-0.700935661632918,0.459901588621146,0
0,444,0.318574880325538,0.740962880552414,0
0,445,0.0543180489724516,0.938884049511935,0
0,446,0.612540188618079,0.471624744617851,0
0,447,1.45356412306537,0.132672318422792,0
0,448,-1.59687573556127,0.0393583921598141,1
0,449,0.170034403482145,0.839450792234323,0
0,450,0.477598404819553,0.671020329477197,0
0,451,-0.465334944335776,0.545125652750384,0
0,452,1.04576613898486,0.287515280334402,0
0,453,0.0147546228130997,0.987098510103322,0
0,454,-0.113765053880479,0.910482644414319,0
0,455,-0.686219366629463,0.492105450587091,0
0,456,0.0697955373818679,0.935639094969216,0
0,457,0.174536625908645,0.864384777672991,0
0,458,-0.302944985791459,0.754737703548051,0
0,459,-1.02346262559968,0.234984310964023,0
0,460,0.601317757018539,0.427868688165272,0
0,461,-0.561742362406626,0.597136009864343,0
0,462,-0.0958089576466941,0.918362996012866,0
0,463,1.1786896241886,0.224979833619939,0
0,464,1.18438653190767,0.139381921619518,0
0,465,1.00618694844459,0.176163310181378,0
0,466,-1.66696197179648,0.110881283878516,0
0,467,0.409886119787405,0.663808537177314,0
0,468,0.981403229066947,0.288398037450171,0
0,469,-0.277849828258157,0.726268670676893,0
0,470,1.52183873562105,0.167703669630146,0
0,471,0.139575985952699,0.880912867533926,0
0,472,-0.270888667342139,0.800555241515671,0
0,473,-0.900177472933291,0.239854943733499,0
0,474,-0.0122966870970678,0.989919658731946,0
0,475,-0.0356446832620204,0.969315059539904,0
0,476,-0.207194138976049,0.787518241255633,0
0,477,0.856933503915159,0.298150456215584,0
0,478,-0.226998566882632,0.841578474215355,0
0,479,0.174625633470556,0.860647028302923,0
0,480,0.761786212268603,0.463528795388566,0
0,481,0.106184491931257,0.912011094858853,0
0,482,0.320060733697034,0.731632756216155,0
0,483,0.195619030167401,0.818875445998112,0
0,484,0.475097261125485,0.559098828423902,0
0,485,-1.01919219205137,0.239275489501032,0
0,486,0.523164708234843,0.550421026613193,0
0,487,0.198053379074571,0.822616363036513,0
0,488,0.111626349787923,0.893997628306812,0
0,489,-2.37285103196041,0.0248706919106673,1
0,490,0.594815061378246,0.569510675490384,0
0,491,-0.558819471234435,0.486945086654554,0
0,492,-0.173057467988515,0.839874766983118,0
0,493,0.485755767777461,0.618179863119912,0
0,494,-0.644753577891622,0.457864056993191,0
0,495,0.254086258695364,0.812992631493397,0
0,496,0.449223462970135,0.639105358032502,0
0,497,0.0626855889297245,0.939369634750601,0
0,498,1.32474914602928,0.118991762590592,0
0,499,-0.426816512371506,0.69512602323345,0
0,500,0.388593514537478,0.661398536522353,0
0,501,-0.252851715938275,0.782362585119527,0
0,502,-0.206743393671836,0.814640262698065,0
0,503,-0.464680064058933,0.607722501881351,0
0,504,0.570070488333085,0.604635787112532,0
0,505,-0.750707801321381,0.51011645648689,0
0,506,1.00487206465862,0.272997942232265,0
0,507,2.10406065806108,0.0166824798098298,1
0,508,0.0514628923649313,0.957463060425701,0
0,509,0.437385925645368,0.617881533550859,0
0,510,0.741445832300446,0.501208214883718,0
0,511,1.14418028871263,0.11881830125017,0
0,512,-0.347634302480297,0.676759631197263,0
0,513,0.352381292463652,0.691398690585092,0
0,514,-0.489271944986707,0.644634638252297,0
0,515,-0.833451407658113,0.351310301115506,0
0,516,1.3742943086809,0.0610331740318546,0
0,517,0.829967035828499,0.379910165339523,0
0,518,-0.524861127402607,0.611211908418345,0
0,519,1.0488517838911,0.227668193163963,0
0,520,-0.555584507665707,0.545957952796893,0
0,521,0.328362954659479,0.720734512022385,0
0,522,-0.705714996240324,0.400287934984933,0
0,523,-0.971893044558138,0.333004436732354,0
0,524,-1.13566867310656,0.241553897700895,0
0,525,-0.196359252261276,0.773961369868075,0
0,526,0.569205313392548,0.466583973708622,0
0,527,-2.28710728015608,0.00717053269066069,1
0,528,1.08538657027372,0.246518726274038,0
0,529,-0.458007979340241,0.588682064228552,0
0,530,0.0451798761639432,0.963286685805037,0
0,531,-0.795402089716744,0.402605017811172,0
0,532,-0.65181538957426,0.465955470860536,0
0,533,0.108938492200678,0.914285758570534,0
0,534,0.604118584152562,0.47371468210741,0
0,535,-1.0054395319438,0.388942181427118,0
0,536,0.268989822559212,0.757491300432461,0
0,537,-0.23912902933339,0.814440981760228,0
0,538,0.254314349642209,0.793080280379658,0
0,539,0.956609016648099,0.361510715681606,0
0,540,-0.368622005565188,0.650692344859342,0
0,541,1.2751997835164,0.23767076451024,0
0,542,-0.951237566139576,0.34925154788042,0
0,543,-1.47047370848276,0.0618005855731351,0
0,544,-1.67719110797506,0.0986548937412588,0
0,545,-1.51996180658544,0.0492065169044694,1
0,546,-0.0670409818528179,0.93955948547336,0
0,547,0.814028338203055,0.479802763654602,0
0,548,-1.77815069727099,0.0655940237433141,0
0,549,-0.0697014266139901,0.919650864431213,0
0,550,1.24076282222492,0.124365853447142,0
0,551,-0.0603798685517821,0.939094075692826,0
0,552,0.0834339761391323,0.924461459814077,0
0,553,-0.202411135464578,0.780569931596141,0
0,554,0.252690794201551,0.798838386431225,0
0,555,0.0135649835407359,0.989415771677928,0
0,556,-0.125660639835256,0.86237340670925,0
0,557,-0.614142987436616,0.487056731898709,0
0,558,-0.552846736983015,0.552207836748947,0
0,559,-0.568081524952068,0.552892036516324,0
0,560,-0.560123640758692,0.562306246297129,0
0,561,0.680867519076618,0.449025781485963,0
0,562,-0.997919332070979,0.307487096563591,0
0,563,-0.355164653272491,0.743026989417225,0
0,564,-0.299686784405452,0.782338020588234,0
0,565,-2.10867156787464,0.0229304568020304,1
0,566,0.1564980756385,0.893693121491482,0
0,567,1.12105507546148,0.255768798248617,0
0,568,-1.33365043323031,0.138566029674682,0
0,569,-0.550009529578985,0.550332150760726,0
0,570,0.14433423214223,0.877481061687922,0
0,571,-0.14712664965036,0.878124493354082,0
0,572,0.66070052119809,0.465923065240792,0
0,573,0.829819927473097,0.388355382996444,0
0,574,-0.785226186474612,0.465108205390097,0
0,575,-0.540153266789973,0.566253687825275,0
0,576,-0.277316856176093,0.764683399385808,0
0,577,0.926745896556864,0.316486236160109,0
0,578,0.854794421446833,0.338808459285004,0
0,579,-1.09422344632591,0.256420283962374,0
0,580,-2.09679112564008,0.0448840689801267,1
0,581,-0.641585600668481,0.489880176513027,0
0,582,-0.564282825123043,0.513760529069322,0
0,583,1.14237717786523,0.224009164195416,0
0,584,-0.15002909936969,0.851592974175847,0
0,585,0.0547898079243466,0.949315993464064,0
0,586,0.237246905191282,0.839346114198133,0
0,587,-0.154294273599936,0.869996158954198,0
0,588,-0.556713433032902,0.592547608830232,0
0,589,0.716630273154542,0.340165371761689,0
0,590,0.266757054359366,0.801615202705304,0
0,591,0.717767348723207,0.369916551556575,0
0,592,0.954540672393242,0.265564663809542,0
0,593,0.319478593938856,0.726992921459057,0
0,594,-1.17169001641569,0.262261450869982,0
0,595,0.09051764169923,0.905094581690981,0
0,596,-1.10941747733974,0.126684023747357,0
0,597,-0.0282752813155674,0.978399562922571,0
0,598,-0.125862237612339,0.883379765599873,0
0,599,0.149576873863532,0.86992396834617,0
0,600,0.493419129780684,0.645237107397224,0
0,601,0.114961387534644,0.889895384095174,0
0,602,-1.01961181364759,0.195079056248186,0
0,603,0.246512141411742,0.76496086451845,0
0,604,-0.486754453415716,0.558005428769649,0
0,605,0.763144562776854,0.334486505193379,0
0,606,0.437931823011609,0.617701232830776,0
0,607,-0.178999856796322,0.8327108519846,0
0,608,-0.0152450259168923,0.988327109531671,0
0,609,-0.997068508408775,0.298871127504698,0
0,610,-0.739380299295688,0.330912201068854,0
0,611,-0.704563911794939,0.44062084799521,0
0,612,1.23465774771398,0.253243825259638,0
0,613,-0.996515970871775,0.222134864759606,0
0,614,1.08677672232887,0.211068630584688,0
0,615,-0.477204151050532,0.643827405536058,0
0,616,-1.10962271519898,0.207709063379933,0
